planeID,aircraftTypeCode,operator,code,modeS,serialNumber,age,DATE,FROM,TO,FLIGHT,FLIGHT TIME,STD,ATD,STA,ONTIME,STATUS
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,31 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:28,6:00 PM,8:21 PM,10:45 PM,red,Landed 11:49 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,31 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:56,1:35 PM,2:25 PM,4:10 PM,green,Landed 4:22 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,31 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,1:55,9:55 AM,10:18 AM,12:25 PM,green,Landed 12:13 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,30 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:41,12:55 AM,1:04 AM,9:10 AM,green,Landed 8:45 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,29 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:13,5:35 PM,6:03 PM,11:55 PM,green,Landed 11:16 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,29 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:35,12:55 AM,5:38 AM,9:10 AM,red,Landed 1:13 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,28 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:11,5:35 PM,10:46 PM,11:55 PM,red,Landed 3:57 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,27 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,6:04,11:45 PM,12:25 AM,8:05 AM,yellow,Landed 8:29 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,27 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:49,6:00 PM,6:24 PM,10:45 PM,green,Landed 10:12 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,27 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:58,1:35 PM,2:32 PM,4:10 PM,yellow,Landed 4:30 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,27 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,1:48,9:55 AM,10:12 AM,12:25 PM,green,Landed 12:00 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,26 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:51,11:45 PM,12:08 AM,8:05 AM,green,Landed 7:59 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,26 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:36,6:00 PM,6:27 PM,10:45 PM,green,Landed 10:03 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,26 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,2:07,1:35 PM,2:31 PM,4:10 PM,yellow,Landed 4:38 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,26 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:00,9:55 AM,10:24 AM,12:25 PM,green,Landed 12:25 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,25 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,6:18,11:45 PM,12:13 AM,8:05 AM,yellow,Landed 8:31 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,25 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,6:05,6:00 PM,6:30 PM,10:45 PM,green,Landed 10:35 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,25 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,2:14,1:35 PM,2:14 PM,4:10 PM,yellow,Landed 4:28 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,25 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,1:51,9:55 AM,10:24 AM,12:25 PM,green,Landed 12:15 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,24 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,6:07,11:45 PM,12:14 AM,8:05 AM,yellow,Landed 8:21 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,24 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,6:08,6:00 PM,6:21 PM,10:45 PM,green,Landed 10:29 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,24 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,2:07,1:35 PM,2:15 PM,4:10 PM,green,Landed 4:22 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,24 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,1:59,9:55 AM,10:11 AM,12:25 PM,green,Landed 12:10 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,23 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:24,12:55 AM,1:25 AM,9:10 AM,green,Landed 8:49 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,22 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:15,5:35 PM,6:40 PM,11:55 PM,green,Landed 11:55 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,21 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:44,11:45 PM,1:01 AM,8:05 AM,yellow,Landed 8:45 AM
